filename,age,gender
cv-other-train/sample-000185.wav,fourties,male
cv-other-train/sample-000188.wav,fourties,male
cv-other-train/sample-000189.wav,twenties,female
cv-other-train/sample-000192.wav,fourties,male
cv-other-train/sample-000194.wav,twenties,male
cv-other-train/sample-000197.wav,fourties,male
cv-other-train/sample-000199.wav,twenties,male
cv-other-train/sample-000202.wav,fifties,male
cv-other-train/sample-000203.wav,fifties,female
cv-other-train/sample-000205.wav,twenties,female
cv-other-train/sample-000206.wav,twenties,male
cv-other-train/sample-000207.wav,thirties,female
cv-other-train/sample-000208.wav,teens,male
cv-other-train/sample-000209.wav,fourties,male
cv-other-train/sample-000210.wav,thirties,male
cv-other-train/sample-000213.wav,twenties,male
cv-other-train/sample-000214.wav,twenties,male
cv-other-train/sample-000216.wav,sixties,male
cv-other-train/sample-000220.wav,fourties,male
cv-other-train/sample-000221.wav,thirties,female
cv-other-train/sample-000222.wav,twenties,male
cv-other-train/sample-000224.wav,thirties,male
cv-other-train/sample-000226.wav,thirties,female
cv-other-train/sample-000230.wav,thirties,male
cv-other-train/sample-000232.wav,twenties,male
cv-other-train/sample-000233.wav,fourties,male
cv-other-train/sample-000234.wav,fourties,male
cv-other-train/sample-000236.wav,twenties,female
cv-other-train/sample-000239.wav,fifties,female
cv-other-train/sample-000243.wav,thirties,male
cv-other-train/sample-000245.wav,thirties,male
cv-other-train/sample-000248.wav,twenties,male
cv-other-train/sample-000249.wav,fourties,male
cv-other-train/sample-000252.wav,thirties,male
cv-other-train/sample-000255.wav,twenties,male
cv-other-train/sample-000257.wav,fifties,female
cv-other-train/sample-000259.wav,teens,female
cv-other-train/sample-000264.wav,fourties,female
cv-other-train/sample-000267.wav,thirties,female
cv-other-train/sample-000269.wav,twenties,male
cv-other-train/sample-000270.wav,thirties,male
cv-other-train/sample-000272.wav,thirties,male
cv-other-train/sample-000274.wav,twenties,male
cv-other-train/sample-000276.wav,fourties,female
cv-other-train/sample-000277.wav,twenties,male
cv-other-train/sample-000280.wav,teens,male
cv-other-train/sample-000281.wav,twenties,male
cv-other-train/sample-000282.wav,thirties,male
cv-other-train/sample-000285.wav,fourties,male
cv-other-train/sample-000288.wav,thirties,male
cv-other-train/sample-000289.wav,seventies,male
cv-other-train/sample-000294.wav,fourties,female
cv-other-train/sample-000298.wav,sixties,male
cv-other-train/sample-000300.wav,fourties,male
cv-other-train/sample-000301.wav,thirties,male
cv-other-train/sample-000309.wav,twenties,male
cv-other-train/sample-000316.wav,twenties,male
cv-other-train/sample-000319.wav,thirties,male
cv-other-train/sample-000320.wav,twenties,male
cv-other-train/sample-000321.wav,twenties,male
cv-other-train/sample-000322.wav,thirties,male
cv-other-train/sample-000323.wav,twenties,male
cv-other-train/sample-000325.wav,twenties,male
cv-other-train/sample-000328.wav,twenties,male
cv-other-train/sample-000330.wav,fourties,male
cv-other-train/sample-000332.wav,twenties,female
cv-other-train/sample-000337.wav,thirties,male
cv-other-train/sample-000338.wav,twenties,male
cv-other-train/sample-000340.wav,twenties,male
cv-other-train/sample-000341.wav,fifties,male
cv-other-train/sample-000350.wav,twenties,male
cv-other-train/sample-000351.wav,fifties,female
cv-other-train/sample-000353.wav,twenties,male
cv-other-train/sample-000357.wav,fifties,female
cv-other-train/sample-000360.wav,thirties,male
cv-other-train/sample-000361.wav,thirties,male
cv-other-train/sample-000364.wav,twenties,female
cv-other-train/sample-000372.wav,fourties,female
cv-other-train/sample-000374.wav,thirties,female
cv-other-train/sample-000375.wav,thirties,female
cv-other-train/sample-000376.wav,thirties,male
cv-other-train/sample-000377.wav,thirties,male
cv-other-train/sample-000378.wav,thirties,male
cv-other-train/sample-000380.wav,twenties,female
cv-other-train/sample-000381.wav,twenties,male
cv-other-train/sample-000382.wav,fourties,male
cv-other-train/sample-000383.wav,teens,male
cv-other-train/sample-000385.wav,fifties,female
cv-other-train/sample-000387.wav,fifties,female
cv-other-train/sample-000389.wav,thirties,male
cv-other-train/sample-000390.wav,twenties,male
cv-other-train/sample-000396.wav,thirties,female
cv-other-train/sample-000397.wav,thirties,male
cv-other-train/sample-000398.wav,fifties,male
cv-other-train/sample-000399.wav,sixties,female
cv-other-train/sample-000401.wav,thirties,male
cv-other-train/sample-000402.wav,fourties,male
cv-other-train/sample-000404.wav,thirties,male
cv-other-train/sample-000405.wav,thirties,male
cv-other-train/sample-000411.wav,fourties,female
cv-other-train/sample-000417.wav,fifties,female
cv-other-train/sample-000420.wav,thirties,male
cv-other-train/sample-000421.wav,fourties,male
cv-other-train/sample-000422.wav,thirties,male
cv-other-train/sample-000423.wav,fourties,male
cv-other-train/sample-000424.wav,fifties,male
cv-other-train/sample-000425.wav,fifties,male
cv-other-train/sample-000427.wav,twenties,male
cv-other-train/sample-000428.wav,thirties,male
cv-other-train/sample-000431.wav,thirties,male
cv-other-train/sample-000432.wav,fifties,male
cv-other-train/sample-000433.wav,thirties,male
cv-other-train/sample-000435.wav,sixties,female
cv-other-train/sample-000441.wav,teens,male
cv-other-train/sample-000442.wav,fifties,male
cv-other-train/sample-000443.wav,fifties,male
cv-other-train/sample-000445.wav,teens,female
cv-other-train/sample-000446.wav,thirties,female
cv-other-train/sample-000447.wav,twenties,female
cv-other-train/sample-000448.wav,twenties,male
cv-other-train/sample-000450.wav,twenties,female
cv-other-train/sample-000451.wav,teens,male
cv-other-train/sample-000453.wav,fourties,male
cv-other-train/sample-000456.wav,teens,male
cv-other-train/sample-000457.wav,twenties,male
cv-other-train/sample-000461.wav,fifties,female
cv-other-train/sample-000462.wav,twenties,female
cv-other-train/sample-000467.wav,twenties,female
cv-other-train/sample-000475.wav,fourties,male
cv-other-train/sample-000476.wav,sixties,male
cv-other-train/sample-000479.wav,thirties,male
cv-other-train/sample-000480.wav,twenties,male
cv-other-train/sample-000483.wav,thirties,male
cv-other-train/sample-000484.wav,fourties,male
cv-other-train/sample-000485.wav,thirties,male
cv-other-train/sample-000487.wav,thirties,male
cv-other-train/sample-000490.wav,teens,male
cv-other-train/sample-000491.wav,twenties,male
cv-other-train/sample-000494.wav,thirties,male
cv-other-train/sample-000495.wav,fifties,female
cv-other-train/sample-000496.wav,twenties,male
cv-other-train/sample-000498.wav,twenties,female
cv-other-train/sample-000501.wav,twenties,male
cv-other-train/sample-000504.wav,twenties,male
cv-other-train/sample-000505.wav,twenties,male
cv-other-train/sample-000514.wav,thirties,male
cv-other-train/sample-000515.wav,fourties,male
cv-other-train/sample-000517.wav,fifties,male
cv-other-train/sample-000518.wav,twenties,male
cv-other-train/sample-000520.wav,twenties,male
cv-other-train/sample-000521.wav,fourties,male
cv-other-train/sample-000522.wav,thirties,male
cv-other-train/sample-000526.wav,teens,male
cv-other-train/sample-000527.wav,fifties,male
cv-other-train/sample-000529.wav,twenties,male
cv-other-train/sample-000532.wav,fourties,male
cv-other-train/sample-000533.wav,twenties,female
cv-other-train/sample-000535.wav,fourties,female
cv-other-train/sample-000536.wav,twenties,male
cv-other-train/sample-000539.wav,fourties,male
cv-other-train/sample-000540.wav,thirties,female
cv-other-train/sample-000544.wav,twenties,male
cv-other-train/sample-000545.wav,twenties,male
cv-other-train/sample-000546.wav,twenties,male
cv-other-train/sample-000548.wav,thirties,male
cv-other-train/sample-000551.wav,fourties,male
cv-other-train/sample-000555.wav,twenties,male
cv-other-train/sample-000563.wav,twenties,female
cv-other-train/sample-000564.wav,twenties,male
cv-other-train/sample-000569.wav,twenties,male
cv-other-train/sample-000572.wav,thirties,male
cv-other-train/sample-000573.wav,fourties,female
cv-other-train/sample-000575.wav,twenties,male
cv-other-train/sample-000576.wav,fifties,female
cv-other-train/sample-000577.wav,fourties,male
cv-other-train/sample-000579.wav,twenties,male
cv-other-train/sample-000580.wav,fifties,male
cv-other-train/sample-000581.wav,twenties,male
cv-other-train/sample-000582.wav,fourties,female
cv-other-train/sample-000583.wav,sixties,male
cv-other-train/sample-000585.wav,twenties,male
cv-other-train/sample-000586.wav,fifties,male
cv-other-train/sample-000593.wav,twenties,male
cv-other-train/sample-000596.wav,fourties,male
cv-other-train/sample-000597.wav,thirties,male
cv-other-train/sample-000598.wav,thirties,male
cv-other-train/sample-000600.wav,twenties,male
cv-other-train/sample-000606.wav,teens,male
cv-other-train/sample-000610.wav,twenties,male
cv-other-train/sample-000611.wav,fifties,male
cv-other-train/sample-000613.wav,twenties,male
cv-other-train/sample-000620.wav,thirties,male
cv-other-train/sample-000621.wav,thirties,male
cv-other-train/sample-000625.wav,teens,male
cv-other-train/sample-000626.wav,twenties,female
cv-other-train/sample-000631.wav,fourties,male
cv-other-train/sample-000636.wav,thirties,female
cv-other-train/sample-000637.wav,thirties,male
cv-other-train/sample-000638.wav,sixties,male
cv-other-train/sample-000640.wav,twenties,male
cv-other-train/sample-000643.wav,fourties,male
cv-other-train/sample-000646.wav,teens,male
cv-other-train/sample-000650.wav,thirties,male
cv-other-train/sample-000655.wav,fifties,male
cv-other-train/sample-000656.wav,fourties,male
cv-other-train/sample-000657.wav,thirties,male
cv-other-train/sample-000660.wav,twenties,male
cv-other-train/sample-000663.wav,thirties,male
cv-other-train/sample-000664.wav,twenties,female
cv-other-train/sample-000665.wav,twenties,female
cv-other-train/sample-000669.wav,fifties,female
cv-other-train/sample-000673.wav,fourties,male
cv-other-train/sample-000674.wav,thirties,male
cv-other-train/sample-000677.wav,fifties,female
cv-other-train/sample-000681.wav,thirties,male
cv-other-train/sample-000683.wav,eighties,male
cv-other-train/sample-000684.wav,fourties,female
cv-other-train/sample-000687.wav,thirties,male
cv-other-train/sample-000688.wav,twenties,male
cv-other-train/sample-000690.wav,thirties,female
cv-other-train/sample-000692.wav,twenties,male
cv-other-train/sample-000693.wav,twenties,female
cv-other-train/sample-000694.wav,teens,male
cv-other-train/sample-000695.wav,twenties,male
cv-other-train/sample-000699.wav,twenties,male
cv-other-train/sample-000701.wav,fourties,male
cv-other-train/sample-000703.wav,twenties,male
cv-other-train/sample-000704.wav,thirties,male
cv-other-train/sample-000705.wav,fifties,female
cv-other-train/sample-000708.wav,twenties,male
cv-other-train/sample-000709.wav,fifties,female
cv-other-train/sample-000710.wav,thirties,male
cv-other-train/sample-000716.wav,twenties,female
cv-other-train/sample-000717.wav,twenties,male
cv-other-train/sample-000718.wav,twenties,male
cv-other-train/sample-000720.wav,fourties,male
cv-other-train/sample-000721.wav,twenties,male
cv-other-train/sample-000722.wav,teens,male
cv-other-train/sample-000723.wav,fourties,male
cv-other-train/sample-000724.wav,fourties,male
cv-other-train/sample-000725.wav,fourties,male
cv-other-train/sample-000726.wav,fourties,male
cv-other-train/sample-000733.wav,twenties,male
cv-other-train/sample-000734.wav,thirties,male
cv-other-train/sample-000735.wav,fourties,male
cv-other-train/sample-000736.wav,twenties,male
cv-other-train/sample-000739.wav,twenties,male
cv-other-train/sample-000743.wav,twenties,male
cv-other-train/sample-000746.wav,twenties,male
cv-other-train/sample-000749.wav,fourties,male
cv-other-train/sample-000751.wav,twenties,male
cv-other-train/sample-000753.wav,fifties,female
cv-other-train/sample-000754.wav,twenties,male
cv-other-train/sample-000755.wav,thirties,male
cv-other-train/sample-000756.wav,twenties,female
cv-other-train/sample-000760.wav,fifties,female
cv-other-train/sample-000762.wav,fourties,male
cv-other-train/sample-000765.wav,twenties,male
cv-other-train/sample-000767.wav,twenties,male
cv-other-train/sample-000768.wav,fifties,male
cv-other-train/sample-000769.wav,thirties,male
cv-other-train/sample-000770.wav,thirties,male
cv-other-train/sample-000774.wav,teens,female
cv-other-train/sample-000775.wav,thirties,male
cv-other-train/sample-000777.wav,twenties,male
cv-other-train/sample-000781.wav,twenties,male
cv-other-train/sample-000783.wav,thirties,male
cv-other-train/sample-000785.wav,twenties,female
cv-other-train/sample-000788.wav,teens,male
cv-other-train/sample-000790.wav,thirties,male
cv-other-train/sample-000791.wav,fifties,male
cv-other-train/sample-000793.wav,fifties,male
cv-other-train/sample-000801.wav,thirties,male
cv-other-train/sample-000803.wav,thirties,male
cv-other-train/sample-000806.wav,sixties,male
cv-other-train/sample-000809.wav,sixties,male
cv-other-train/sample-000810.wav,fifties,male
cv-other-train/sample-000815.wav,twenties,male
cv-other-train/sample-000820.wav,twenties,male
cv-other-train/sample-000821.wav,twenties,male
cv-other-train/sample-000835.wav,twenties,male
cv-other-train/sample-000842.wav,fourties,female
cv-other-train/sample-000843.wav,twenties,male
cv-other-train/sample-000845.wav,teens,male
cv-other-train/sample-000847.wav,fourties,male
cv-other-train/sample-000848.wav,twenties,male
cv-other-train/sample-000849.wav,twenties,male
cv-other-train/sample-000850.wav,fourties,female
cv-other-train/sample-000851.wav,twenties,male
cv-other-train/sample-000854.wav,sixties,male
cv-other-train/sample-000856.wav,fifties,female
cv-other-train/sample-000858.wav,thirties,male
cv-other-train/sample-000866.wav,twenties,male
cv-other-train/sample-000870.wav,twenties,male
cv-other-train/sample-000872.wav,twenties,female
cv-other-train/sample-000876.wav,thirties,female
cv-other-train/sample-000877.wav,twenties,male
cv-other-train/sample-000878.wav,twenties,male
cv-other-train/sample-000879.wav,twenties,female
cv-other-train/sample-000882.wav,fourties,female
cv-other-train/sample-000883.wav,twenties,female
cv-other-train/sample-000884.wav,fourties,male
cv-other-train/sample-000888.wav,seventies,female
cv-other-train/sample-000889.wav,twenties,male
cv-other-train/sample-000890.wav,twenties,female
cv-other-train/sample-000891.wav,thirties,male
cv-other-train/sample-000894.wav,twenties,male
cv-other-train/sample-000895.wav,twenties,male
cv-other-train/sample-000897.wav,twenties,female
cv-other-train/sample-000898.wav,teens,male
cv-other-train/sample-000902.wav,fifties,female
cv-other-train/sample-000904.wav,fourties,male
cv-other-train/sample-000906.wav,twenties,male
cv-other-train/sample-000907.wav,twenties,female
cv-other-train/sample-000909.wav,fourties,male
cv-other-train/sample-000911.wav,thirties,female
cv-other-train/sample-000913.wav,seventies,male
cv-other-train/sample-000916.wav,thirties,female
cv-other-train/sample-000918.wav,fourties,female
cv-other-train/sample-000919.wav,fourties,female
cv-other-train/sample-000922.wav,teens,male
cv-other-train/sample-000923.wav,twenties,male
cv-other-train/sample-000926.wav,teens,male
cv-other-train/sample-000928.wav,fourties,male
cv-other-train/sample-000932.wav,twenties,male
cv-other-train/sample-000934.wav,teens,male
cv-other-train/sample-000935.wav,teens,male
cv-other-train/sample-000938.wav,thirties,male
cv-other-train/sample-000941.wav,twenties,male
cv-other-train/sample-000944.wav,twenties,male
cv-other-train/sample-000945.wav,thirties,female
cv-other-train/sample-000948.wav,fifties,female
cv-other-train/sample-000953.wav,twenties,male
cv-other-train/sample-000954.wav,fourties,male
cv-other-train/sample-000957.wav,twenties,male
cv-other-train/sample-000958.wav,twenties,male
cv-other-train/sample-000962.wav,twenties,male
cv-other-train/sample-000963.wav,twenties,male
cv-other-train/sample-000964.wav,fifties,female
cv-other-train/sample-000965.wav,fourties,male
cv-other-train/sample-000966.wav,fourties,female
cv-other-train/sample-000967.wav,fourties,male
cv-other-train/sample-000969.wav,teens,female
cv-other-train/sample-000971.wav,twenties,male
cv-other-train/sample-000973.wav,fifties,male
cv-other-train/sample-000977.wav,thirties,male
cv-other-train/sample-000978.wav,fourties,female
cv-other-train/sample-000979.wav,twenties,female
cv-other-train/sample-000981.wav,twenties,female
cv-other-train/sample-000985.wav,thirties,male
cv-other-train/sample-000986.wav,fifties,male
cv-other-train/sample-000987.wav,thirties,female
cv-other-train/sample-000988.wav,thirties,male
cv-other-train/sample-000989.wav,twenties,male
cv-other-train/sample-000990.wav,twenties,male
cv-other-train/sample-000993.wav,twenties,male
cv-other-train/sample-000994.wav,teens,male
cv-other-train/sample-000996.wav,fifties,female
cv-other-train/sample-000999.wav,thirties,female
cv-other-train/sample-001000.wav,twenties,male
cv-other-train/sample-001002.wav,thirties,male
cv-other-train/sample-001006.wav,fourties,male
cv-other-train/sample-001007.wav,thirties,male
cv-other-train/sample-001009.wav,teens,male
cv-other-train/sample-001011.wav,thirties,male
cv-other-train/sample-001013.wav,sixties,male
cv-other-train/sample-001016.wav,thirties,male
cv-other-train/sample-001021.wav,seventies,male
cv-other-train/sample-001022.wav,fourties,male
cv-other-train/sample-001023.wav,thirties,male
cv-other-train/sample-001026.wav,fourties,female
cv-other-train/sample-001027.wav,thirties,male
cv-other-train/sample-001032.wav,fourties,male
cv-other-train/sample-001041.wav,thirties,male
cv-other-train/sample-001046.wav,twenties,female
cv-other-train/sample-001047.wav,thirties,male
cv-other-train/sample-001048.wav,fifties,female
cv-other-train/sample-001051.wav,twenties,male
cv-other-train/sample-001052.wav,thirties,male
cv-other-train/sample-001053.wav,twenties,male
cv-other-train/sample-001057.wav,thirties,male
cv-other-train/sample-001058.wav,thirties,male
cv-other-train/sample-001061.wav,fifties,male
cv-other-train/sample-001062.wav,thirties,male
cv-other-train/sample-001063.wav,fifties,male
cv-other-train/sample-001064.wav,twenties,male
cv-other-train/sample-001065.wav,fourties,male
cv-other-train/sample-001066.wav,fifties,female
cv-other-train/sample-001068.wav,thirties,male
cv-other-train/sample-001070.wav,teens,male
cv-other-train/sample-001071.wav,fourties,male
cv-other-train/sample-001072.wav,thirties,male
cv-other-train/sample-001073.wav,thirties,male
cv-other-train/sample-001074.wav,sixties,male
cv-other-train/sample-001084.wav,twenties,male
cv-other-train/sample-001086.wav,fourties,male
cv-other-train/sample-001087.wav,thirties,male
cv-other-train/sample-001088.wav,thirties,male
cv-other-train/sample-001089.wav,fourties,male
cv-other-train/sample-001090.wav,thirties,female
cv-other-train/sample-001093.wav,twenties,male
cv-other-train/sample-001096.wav,fifties,male
cv-other-train/sample-001098.wav,fourties,male
cv-other-train/sample-001101.wav,fifties,female
cv-other-train/sample-001104.wav,fifties,female
cv-other-train/sample-001105.wav,fifties,female
cv-other-train/sample-001107.wav,thirties,male
cv-other-train/sample-001109.wav,thirties,male
cv-other-train/sample-001110.wav,fifties,female
cv-other-train/sample-001113.wav,twenties,male
cv-other-train/sample-001116.wav,thirties,male
cv-other-train/sample-001117.wav,teens,male
cv-other-train/sample-001119.wav,sixties,male
cv-other-train/sample-001122.wav,twenties,male
cv-other-train/sample-001124.wav,fifties,male
cv-other-train/sample-001130.wav,teens,female
cv-other-train/sample-001131.wav,teens,male
cv-other-train/sample-001132.wav,twenties,male
cv-other-train/sample-001133.wav,sixties,male
cv-other-train/sample-001134.wav,thirties,male
cv-other-train/sample-001136.wav,fifties,male
cv-other-train/sample-001137.wav,thirties,male
cv-other-train/sample-001138.wav,fifties,male
cv-other-train/sample-001139.wav,fifties,female
cv-other-train/sample-001140.wav,thirties,male
cv-other-train/sample-001143.wav,twenties,male
cv-other-train/sample-001145.wav,sixties,male
cv-other-train/sample-001154.wav,twenties,male
cv-other-train/sample-001155.wav,fourties,male
cv-other-train/sample-001157.wav,twenties,male
cv-other-train/sample-001158.wav,thirties,female
cv-other-train/sample-001159.wav,twenties,male
cv-other-train/sample-001161.wav,sixties,male
cv-other-train/sample-001163.wav,thirties,male
cv-other-train/sample-001164.wav,twenties,male
cv-other-train/sample-001165.wav,fourties,female
cv-other-train/sample-001171.wav,thirties,male
cv-other-train/sample-001173.wav,twenties,male
cv-other-train/sample-001175.wav,twenties,male
cv-other-train/sample-001176.wav,fifties,female
cv-other-train/sample-001177.wav,thirties,male
cv-other-train/sample-001179.wav,twenties,male
cv-other-train/sample-001181.wav,fourties,male
cv-other-train/sample-001182.wav,fifties,male
cv-other-train/sample-001183.wav,twenties,male
cv-other-train/sample-001185.wav,thirties,male
cv-other-train/sample-001187.wav,twenties,male
cv-other-train/sample-001192.wav,fourties,male
cv-other-train/sample-001193.wav,fifties,female
cv-other-train/sample-001195.wav,thirties,male
cv-other-train/sample-001196.wav,fifties,female
cv-other-train/sample-001198.wav,twenties,female
cv-other-train/sample-001200.wav,seventies,male
cv-other-train/sample-001201.wav,fourties,male
cv-other-train/sample-001202.wav,fourties,male
cv-other-train/sample-001203.wav,thirties,male
cv-other-train/sample-001207.wav,thirties,male
cv-other-train/sample-001208.wav,twenties,male
cv-other-train/sample-001209.wav,twenties,female
cv-other-train/sample-001210.wav,thirties,female
cv-other-train/sample-001211.wav,fifties,male
cv-other-train/sample-001212.wav,thirties,male
cv-other-train/sample-001214.wav,twenties,male
cv-other-train/sample-001215.wav,twenties,male
cv-other-train/sample-001216.wav,fifties,female
cv-other-train/sample-001217.wav,fourties,male
cv-other-train/sample-001218.wav,thirties,male
cv-other-train/sample-001220.wav,fourties,male
cv-other-train/sample-001222.wav,twenties,male
cv-other-train/sample-001225.wav,twenties,male
cv-other-train/sample-001226.wav,thirties,male
cv-other-train/sample-001228.wav,fourties,female
cv-other-train/sample-001230.wav,fifties,male
cv-other-train/sample-001231.wav,twenties,female
cv-other-train/sample-001232.wav,thirties,male
cv-other-train/sample-001233.wav,twenties,male
cv-other-train/sample-001236.wav,thirties,female
cv-other-train/sample-001237.wav,sixties,female
cv-other-train/sample-001239.wav,thirties,female
cv-other-train/sample-001240.wav,thirties,male
cv-other-train/sample-001242.wav,fifties,male
cv-other-train/sample-001243.wav,thirties,male
cv-other-train/sample-001246.wav,thirties,male
cv-other-train/sample-001247.wav,thirties,male
cv-other-train/sample-001248.wav,twenties,male
cv-other-train/sample-001249.wav,seventies,male
cv-other-train/sample-001250.wav,fourties,male
cv-other-train/sample-001251.wav,fifties,male
cv-other-train/sample-001252.wav,fifties,female
cv-other-train/sample-001253.wav,twenties,male
cv-other-train/sample-001254.wav,fifties,female
cv-other-train/sample-001255.wav,thirties,female
cv-other-train/sample-001256.wav,thirties,female
cv-other-train/sample-001258.wav,fourties,male
cv-other-train/sample-001264.wav,twenties,male
cv-other-train/sample-001266.wav,fifties,male
cv-other-train/sample-001268.wav,fifties,male
cv-other-train/sample-001269.wav,fifties,male
cv-other-train/sample-001270.wav,thirties,male
cv-other-train/sample-001276.wav,sixties,female
cv-other-train/sample-001277.wav,teens,male
cv-other-train/sample-001281.wav,thirties,male
cv-other-train/sample-001282.wav,thirties,male
cv-other-train/sample-001286.wav,thirties,female
cv-other-train/sample-001288.wav,twenties,male
cv-other-train/sample-001289.wav,thirties,male
cv-other-train/sample-001292.wav,twenties,male
cv-other-train/sample-001295.wav,fifties,female
cv-other-train/sample-001297.wav,twenties,male
cv-other-train/sample-001298.wav,thirties,male
cv-other-train/sample-001301.wav,seventies,male
cv-other-train/sample-001302.wav,twenties,female
cv-other-train/sample-001304.wav,thirties,male
cv-other-train/sample-001307.wav,thirties,male
cv-other-train/sample-001309.wav,teens,male
cv-other-train/sample-001310.wav,fourties,male
cv-other-train/sample-001311.wav,thirties,female
cv-other-train/sample-001312.wav,twenties,male
cv-other-train/sample-001313.wav,thirties,male
cv-other-train/sample-001316.wav,twenties,male
cv-other-train/sample-001320.wav,twenties,male
cv-other-train/sample-001321.wav,fourties,male
cv-other-train/sample-001322.wav,fifties,male
cv-other-train/sample-001323.wav,twenties,male
cv-other-train/sample-001325.wav,twenties,male
cv-other-train/sample-001326.wav,twenties,male
cv-other-train/sample-001328.wav,fourties,female
cv-other-train/sample-001329.wav,thirties,male
cv-other-train/sample-001336.wav,thirties,male
cv-other-train/sample-001337.wav,twenties,male
cv-other-train/sample-001338.wav,fourties,male
cv-other-train/sample-001341.wav,thirties,male
cv-other-train/sample-001342.wav,thirties,female
cv-other-train/sample-001343.wav,twenties,female
cv-other-train/sample-001344.wav,twenties,male
cv-other-train/sample-001350.wav,twenties,male
cv-other-train/sample-001352.wav,twenties,male
cv-other-train/sample-001354.wav,sixties,male
cv-other-train/sample-001356.wav,fifties,female
cv-other-train/sample-001357.wav,sixties,female
cv-other-train/sample-001359.wav,fifties,male
cv-other-train/sample-001363.wav,twenties,male
cv-other-train/sample-001364.wav,thirties,male
cv-other-train/sample-001366.wav,twenties,male
cv-other-train/sample-001367.wav,thirties,male
cv-other-train/sample-001368.wav,fifties,female
cv-other-train/sample-001369.wav,twenties,male
cv-other-train/sample-001372.wav,fourties,male
cv-other-train/sample-001374.wav,twenties,male
cv-other-train/sample-001378.wav,fifties,female
cv-other-train/sample-001379.wav,thirties,male
cv-other-train/sample-001380.wav,teens,female
cv-other-train/sample-001381.wav,fourties,female
cv-other-train/sample-001382.wav,fifties,male
cv-other-train/sample-001387.wav,fifties,female
cv-other-train/sample-001389.wav,thirties,female
cv-other-train/sample-001391.wav,thirties,male
cv-other-train/sample-001392.wav,fifties,male
cv-other-train/sample-001393.wav,fourties,male
cv-other-train/sample-001394.wav,teens,male
cv-other-train/sample-001395.wav,fifties,female
cv-other-train/sample-001396.wav,fourties,female
cv-other-train/sample-001398.wav,twenties,male
cv-other-train/sample-001399.wav,twenties,male
cv-other-train/sample-001401.wav,thirties,male
cv-other-train/sample-001402.wav,twenties,male
